exam,subject,year,text,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation
JAMB,Physics,1999,"The equation of a wave traveling along the positive
x-direction is given by y = 0.25 x 10-3 sin (500 t –
0.025 x). Determine the angular frequency of the
wave motion,",0.25 x 10-3 rad s-1,0.25 x 10-1rad s-1,5.00 x 102rad s-1,2.50 x 102rad s-1,,,
JAMB,Physics,1999,"Calculate the mass of ice that would melt when
2kg of copper is quickly transferred from boiling
water to a block of ice without heat loss",8/33kg,33/80kg,80/33kg,"33/8kg
[Specific heat capacity of copper = 400 J kg-1 K-1;
Latent heat of fussion of ice = 3.3 x 105 J kg-1]",,,
JAMB,Physics,1999,"The diagram above represents a transverse
electromagnetic wave traveling with speed 3.0 x
108ms-1. What is the frequency of the wave?",3.0 x 107 Hz,90 x 107 Hz,1.0 x 109 Hz,3.0 x 109 Hz,,,
JAMB,Physics,1999,"The temperature gradient across a copper rod of
thickness 0.02m, maintained a two temperature
junctions of 200C and 800C respectively is",3.0 x 102 Km-1,3.0 x 103 Km-1,5.0 x 103 Km-1,3.0 x 104 Km-1,,,
JAMB,Physics,1999,"The diagram above show a magnet X with its South
pole moved along a soft-iron bar PQ in the direction shown. After some time, the poles at P and Q
respectively are",North – North,North – South,South – North,South – South,,,
JAMB,Physics,1999,"Four cells each of e.m.f. 1.5 V and internal resistance
of 4 Ohms are connected in parallel. What is the
effective e.m.f. and internal resistance of the
combination?","6.0V, 16 Ohms","6.0V, 1 Ohms","1.5V, 4 Ohms","1.5V, 1 Ohms",,,
JAMB,Physics,1999,"In the circuit above, the ammeter reads a current of
5.0 A when R = 8 Ohms and reads 7.0 A when
R = 5 Ohms. The value of the unknown resistance
X is",10.0 Ohms,7.5 Ohms,5.0 Ohms,2.5 Ohms,,,
JAMB,Physics,1999,"An astronomical telescope is said to be in normal
adjustment when the",Eye is accommodated,"Focal length of objective lens is longer
than that of eye piece",Final image is at the near point of eye,Final image is at infinity.,,,
JAMB,Physics,1999,"Steel is more suitable for permanent magnet than
iron because the former",Is easily demagnetized by shaking vigorously,Is an alloy of many metals,"Is easily magnetized by alternating current
through one cycle",Retains magnetism more than iron.,,,
JAMB,Physics,1999,"The diagram above shows the prism arrangement
in a",Binocular,Spectrometer,Penscope,Projector,,,
JAMB,Physics,1999,"The velocities of flight air and glass are 3.0 x 108ms
and 2.0 x 108ms-1 respectively. If the angle of
refraction is 300, the sine of the angle of incidence
is",0.33,0.50,0.67,0.75,,,
JAMB,Physics,1999,"In the series a.c. circuit shown above, the p.d
across the inductor is 8Vr.m.s. The effective voltage
is",2V,10V,14V,48V,,,
JAMB,Physics,1999,"The core of an efficient transfoemer should consist
of laminated pieces of metal in order to","Increase the heat produced by increasing the
eddy current","Increase the heat produced by reducing the
eddy current","Reduce the heat produced by increasing the
eddy current","Reduce the heat produced by reducing the
eddy current.",,,
JAMB,Physics,1999,"In Fleming’s right-hand rule, the thumb, the
forefinger and the middle finger if held mutually at
right angles represent respectively, the","Motion, the field and induced current","Induced current, the motion and the field","Fireld, the induced current and the motion","Induced current, the field and the motion.",,,
JAMB,Physics,1999,"In the circuit above, the potential across each
capacitor is 100V. The total energy stored in the
two capacitors is",3.0 x 104 J,3.0 x 102 J,2.5 x 10-2 J,6.0 x 10-3 J,,,
JAMB,Physics,1999,"At what frequency would a 10 H inductor have a
reactance of 2000 ohms?",ð/200Hz,ð/100Hz,100/ðHz,100ðHz,,,
JAMB,Physics,1999,"A 3000 W electric cooker is to be used on a 200V
mains circuit. Which of the fuses below can be
used safely with the cooker?",2A,5A,10A,20A,,,
JAMB,Physics,1999,"A galvanometer has a resistance of 5 Ù. By using
a shunt wire of resistance 0.05 Ù, the galvanometer
could be converted to an ammeter capable of
reading 2","What is the current through the
galvanometer?
A.
2 mA",10 mA,20 mA,"25 mA 42. In the diagram above, if the internal resistance of
the cell is zero, the ratio of the power P1 and P2
dissipated by R1 and R2 respectively, is A.
R2
R1
B.
R1
R2
C.
R1 + R2
R1
D.
R1 + R2
R2",,,
JAMB,Physics,1999,"If x is the uncertainty in the measurement of
the position of a particle along the x-axis and “Px is
the uncertainty in the measurement of the linear
momentum along the x-axis, then the uncertainty
principle relation is given as",x Px >h,x Px = 0,x Px < h,x Px = 00,,,
JAMB,Physics,1999,"Na + Proton
X + alpha particle. What are the
values of p and q respectively in the equation
above?",10 and 20,12 and 24,20 and 10,24 and 12.,,,
JAMB,Physics,1999,"A semi-conductor diode is used in rectifying
alternating current into direct current mainly
because it",Allows current to flow in either direction,Is non-linear,Offers a high input resistance,Allows current to flow only in one direction.,,,
JAMB,Physics,1999,"In semi-conductors, the carriers of current at room
temperature are",Electrons only,Electrons and holes,Holes only,Electrons and ions,,,
JAMB,Physics,1999,"What is the speed of a particle of mass 10-27kg
whose wavelength is 10-8m?",6.63 ms-1,66.30 ms-1,663.00 ms-1,6630.00 ms-1 (h = 6.63 x 10-34 JS),,,
JAMB,Physics,1999,"In a series R-L-C circuit at resonance, the voltages
across the resistor and the inductor are 30 V and
40 V respectively. What is the voltage across the
capacitor?",30 V,40 V,50 V,70 V,,,
JAMB,Physics,1999,Gamma rays are produced when,"High velocity electrons are abruptly stopped
in metals","Energy changes occur within the nucleus
atoms","Energy changes occur within the electronic
structure of atoms","Electrons are deflected in very strong
magnetic fields.",,,
JAMB,Physics,1999,"In the Rutherford scattering experiment, a beam of
alpha particles was fired at a thin gold film with
some of the particles being considerably deflected.
This shows that","A gold nucleus contains protons, nuietrons
and electrons uniformly distributed in a tiny
volume.","The gold nucleus is positively charged and is
concentrated in a tiny volume",The gold nucleus emitted alpha particles,"The gold nucleus is concentrated in a tiny
volume and contains alpha particles.",,,
JAMB,Physics,2000,"A catapult used to hold a stone of mass 500g is
extended by 20cm with an applied force f. If the
stone leaves with a velocity of 40 ms-1, the value
of F is",4.0 x 104 N,4.0 x 103 N,2.0 x 103 N,4.0 x 102 N,,,
JAMB,Physics,2000,"A hand bag containing some load weighting 162N
is carried by two students each holding the handle
of the bag next to him. If each handle is pulled at 60
to the vertical, find the force on each student’s
arm",324 N,162 N,121 N,81 N,,,
JAMB,Physics,2000,"I.
The frictional force is
independent of the area of the surfaces
in contact,
II
The frictional force depends on the
nature of the surfaces in contact
III
The frictional force depends on the speed
sliding
IV
The frictional force is directly
proportional to the normal reaction
Which combination of the above is true of sliding
friction?","I, II and IV","I, II and III","I, III and IV","II, III and IV.",,,
JAMB,Physics,2000,"When a ship sails from salt water into fresh water,
the friction of its volume above the water surface
will",Remain the same,Increase,Decrease,Increase then decrease.,,,
JAMB,Physics,2000,"A simple pendulum has a period of 17.0s. When
the length is shortened by 1.5m, its period is 8.5s.
Calculate the original length of the pendulum.",1.5m,2.0m,3.0m,3.0m,,,
JAMB,Physics,2000,"At a fixed point below a liquid surface, the pressure
downward is P1 and the pressure upward is P2. It
can be deduced that",P1 = P2,P1 > P2,P1 < P2,P1 > P2,,,
JAMB,Physics,2000,"I.
Its velocity is constant
II
No work is done on the body
III
It has constant acceleration away from
the center
IV
The centripetal force is directed towards
the center.
Which combination of the above is true of a body
moving with constant speed in a circular track?",I and III,I and IV,II and III,II and IV,,,
JAMB,Physics,2000,"The velocity v of a particle in a time t is given by
the equation v = 10+2t2. Find the instantaneous
acceleration after 5 seconds.",10 ms-2,15 ms-2,20 ms-2,60 ms-2,,,
JAMB,Physics,2000,"If the force and the velocity on a system are each
reduced simultaneously by half, the power of the
system is",Doubled,Constant,Reduced to a quarter,Reduced by half.,,,
JAMB,Physics,2000,"The velocity ratio of a machine is 5 its efficiency is
75%. What effort would be needed to lift a load of
150N with the machine?",50 N,40 N,30 N,20 N,,,
JAMB,Physics,2000,"A rope is being used to pull a mass of 10kg
vertically upward. Determine the tension in the rope
if, starting from resr, the mass acquires a velocity
of 4ms-1 in 8.",105 N,95 N,50 N,5 N,,,
JAMB,Physics,2000,"A stream is flowing at 0.75ms-1 and at boat heading
perpendicular for the stream landed at the opposite
bank at an angle 300. Calculate the velocity of the
boat.",0.65 ms-1,0.86 ms-1,1.00 ms-1,1.50 ms-1,,,
JAMB,Physics,2000,"I.
Coherence
II
Same frequency
III
Same wavelength
IV
Same intensity.
Which of the conditions above are necessary to
produce interference fringes?","I, II and III","I, II and III","I, II and IV",II and III.,,,
JAMB,Physics,2000,"An engineer intends to deviate a light ray from its
path 1200 through reflection from plane mirror.
Calculate the angle of incidence.",200,300,400,600,,,
JAMB,Physics,2000,"Days 1
Day 2
Day 3 Dry
300C
290C
250C Wet
220C
220C
210C The readings above are for three consecutive days
from a wet and dry bulb hygrometer. It can be
concluded that the relative humidity for the three
days",Increased ssteadily,Remained unchanged,Was least on day 1,Decrease steadily,,,
JAMB,Physics,2000,"Total internal reflection occurs when light moves
from",Air to water,Water to glass,A dense medium to a less dense medium,A less dense medium to a dense medium,,,
JAMB,Physics,2000,"One end of a long wire is fixed while vibrator is
attached to the other end. When the vibrator is
energized, the types of waves generated in the
wire are",Stationary and transverse,Progressive,Stationary and longitudinal,Progressive and longitudinal.,,,
JAMB,Physics,2000,"A sonometer wire is vibrating at frequency f0. If
the tension in the wire is doubled while the length
and the mass per unit length are kept constant, the
new frequency of vibration is","f0
2",2 f0,"f0
2",f0 2,,,
JAMB,Physics,2000,"A boy observes a piece of stone at the bottom of a
river 6.0m deep. If he looks from the surface of the
river, what is the apparent distance of the stone
from him.",4.5 m,5.0 m,5.5 m,8.0 m,,,
JAMB,Physics,2000,"A metal of mass 0.5kg is heated to 1000C and then
transferred to a well-lagged calorimeter of heat
capacity 80J K-1 containing water of heat capacity
420JK-1 at 150C. If the final steady temperature of
the mixture is 250C, find the specific heat capacity
of the metal",92 J kg –1 K-1,133 J kg –1 K-1,286 J kg –1 K-1,887 J kg –1 K-1,,,
JAMB,Physics,2000,"The diagram above shows a maximum and minimum
thermometer divided into three portions P, Q and
R. Which of the following is true about the
respective contents of P, Q and R?","Alcohol, mercury and alcohol","Air, alcohol and mercury","Mercury, alcohol and mercury","Air, mercury and alcohol.",,,
JAMB,Physics,2000,"The main reason for making the cover of a vacuum
flask airtight is to prevent heat loss by",Conduction,Evaporation,Radiation,Convection,,,
JAMB,Physics,2000,"A travelling wave moving from left to right has an
amplitude of 0.15m, a frequency of 550Hz and a
wavelength of 0.01m. The equation describing the
wave is",y = 0.15 8In 200 ð (x – 5.5t),y = 0.15 8In ð (0.01x – 5.5t),y = 0.15 8In 5.5 ð (x – 200t),y = 0.15 8Inð (550 x – 0.01t),,,
JAMB,Physics,2000,"A transverse wave is applied to a string whose
mass per unit is 3 x 10-2kgm-1. If the string is under
a tension of 12N, the speed of propagation of the
wave is",40ms-1,30ms-1,20ms-1,5ms-1,,,
JAMB,Physics,2000,"A quantity of water at 00C heated to about 300C. At
each degree rise in temperature, its density will",Rise steadily,Rise then fall,Fall steadily,Fall then rise.,,,
JAMB,Physics,2000,"A thin wire with heavy weights attached to both
ends is hung over a block of ice resting on two
supports. If the wire cuts through the ice block
while the block remains solid behind the wire, the
process is called",Fusion,Sublimation,Condensation,Regelation,,,
JAMB,Physics,2000,"A cell of internal resistance 0.01 ohms can be
measured accurately using the",Ohm-meter,Potentiometer,Electroscope,Metre bridge,,,
JAMB,Physics,2000,"An electron of charge 1.6 x 10-19C and mass 9.1 x
10-31kg is accelerated between two metal plates with
a velocity of 4 x 107ms-1, the potential difference
between the plates is",4.55 x 101V,9.10 x 101V,4.55 x 102V,4.55 x 103V,,,
JAMB,Physics,2000,"In the diagram above, a beam of white light travels
from a rare to dense medium. What colours of light
do the rays a, b, c respectively represent.","Blue, yellow and red","Green, red and blue","Red, green and blue","Yellow, blue and red.",,,
JAMB,Physics,2000,"The diagram above shows two capacitors P and Q
of capacitances 5uF and 10 uF. Find the charges
stores in P and Q respectively.",200 uC and 100 uC,100 uC and 200 uC,4 uC and 2 uC,2 uC and 4 uC,,,
JAMB,Physics,2000,"What optical instrument can best be constructed
with converging lenses of focal lengths 500cm and
5cm?",Compound microscope,Terrestrial telescope,Astronomical telescope,Galileo’s telescope,,,
JAMB,Physics,2000,"If a charged ion goes through combined electric
and magnetic fields, the resultant emergent
velocity of the ion is",,"B.
EB","B
E",E – B,,,
JAMB,Physics,2000,"In the diagram above, the values of V1 and V2 are
respectively","1V and 1 V
3","1 V and 1V
3","1 V and 2 V
3
3","1V and 2 V
3",,,
JAMB,Physics,2000,"A projector lantern is used to give the image of a
slide on a screen. If the image is 24 times as large
as the slide and the screen is 72.0m from the
projecting lens, what is the position of the slide
from the lens?",4.0m,3.5m,3.0m,0.3m,,,
JAMB,Physics,2000,"A radio is operated by eight cells each of e.m.f.
2.0V connected in series. if two of the cells are
wrongly connected, the net e.m.f. of the radio is",16V,12V,10V,8V,,,
JAMB,Physics,2000,"A 2H inductor has negligible resistance and is
connected to a 50/ Hz a.c. supply. The reactance
of the inductor is",200 Ohms,50 Ohms,100 Ohms,25 Ohms,,,
JAMB,Physics,2000,"If the fraction of the atoms of a radioactive material
left after 120 years is 1/64 What is the half-life of the
material?",2 years,10 years,20 years,24 years,,,
JAMB,Physics,2000,"A certain readioactive source emits radiations that
were found to be deflected by both magnetic and
electric fields. The radiations are",x-rays,beta rays,gamma rays,ultra-violet rays,,,
JAMB,Physics,2000,"In a pure semicondctor, the number of electron in
the conduction band is","Equal to the number of holes in the valence
band","Greater than the number of holes in the
valence band","Less than the number of holes in the valence
band","Twice the number of holes in the valence
band.",,,
JAMB,Physics,2000,"A cell of internal resistance 1 ohms supplies
current to an external resistor of 3 ohms . The
efficiency of the cell is",75%,50%,33%,25%,,,
JAMB,Physics,2000,"Light energy 5eV falls on a metal of work function
3 ev and electrons are liberated. The stopping
potential is",15.0V,8.0V,2.0V,1.7V,,,
JAMB,Physics,2000,"In the thermonuclear reaction, the total initial mass
is 5.02 x 10-27kg. The energy released in the process
is",9.0 x 10-10J,9.0 x 10-11J,9.0 x 10-12J,9.0 x 10-13J,,,
JAMB,Physics,2000,"The magnetic flux in a coil having 200 turns changes
at the time rate of 0.08 Ws-1. The induced e.m.f. in
the coil is",1.6V,16.0V,25.0V,250.0V,,,
JAMB,Physics,2000,"If the frequency of an emitted x-rays is 1.6 x 1016 Hz, the accelerating potential is",6.6 V,66.3 V,663.0 V,6630.0 V,,,
JAMB,Physics,2000,"The correct position for a fuse in the diagram above
is",S,Q,P,"Between P
and Q",,,
JAMB,Physics,2000,"In the a.c. circuit above, the current value is",6.67 A,4.00 A,3.00 A,0.58 A,,,
JAMB,Physics,2000,"If current flows in the direction of the arrows in the
solenoid above, the North pole is at",P,X,Q,Y,,,
JAMB,Physics,2000,A gas would serve as an electrical conductor under,Reduced pressure and reduced potential,Reduced pressure and high current,Increased magnetic field,Exposure to visible light,,,
JAMB,Physics,2000,"An electric generator with a power output of 3.0kW
at a voltage of 1.5kV distributes power along cables
of total resistance 20.0 ohms. the power loss in the
cable is",0.1W,10.0W,40.0W,80.0W,,,
JAMB,Physics,2000,"A conductor of length 2m carries a current of 0.8A
while kept in a magnetic field of magnetic flux
density 0.5T. The maximum force acting on it is",8.0N,3.2N,0.8N,0.2N,,,
JAMB,Physics,2001,"In the diagram above, which of the simple pendulum
will resonate with P when set into oscillation?",T,U,R and T,Q and R,,,
JAMB,Physics,2001,"The height at which the atmosphere ceases to exist
is about 80km. If the atmospheric pressure on the
ground level is 760 mmHg, the pressure at a height
of 20km above the ground level is",380 mmHg,570 mmHg,190 mmHg,480 mmHg,,,
JAMB,Physics,2001,"A stone of mass 1 kg is dropped from a height of
10m above the ground and falls freely under
gravity. Its kinetic energy 5m above the ground is
then equal to",Its kinetic energy on the ground,Twice its initial potential energy,Its initial potential energy,Half its initial potential energy,,,
JAMB,Physics,2001,"The diagram above is a block-and-tackle pulley
system in which an effort of 80N is used to lift a
load of 240N. the efficiency of the machine is",60%,50%,40%,33%,,,
JAMB,Physics,2001,"If a spherical metal bob of radius 3cm is fully
immersed in a cylinder containing water and the
water level rises by 1cm, what is the radius of the
cylinder?",12cm,1cm,3cm,6cm,,,
JAMB,Physics,2001,"The resultant of two forces acting on an object is
maximum if the angle between them is",450,00,900,1800,,,
JAMB,Physics,2001,"I.
The earth is not spherical but
elliptical in shape
II
Variation in latitude and longitude
III
Rotation of the earth on its axis
IV
Variation in the density of the
earth
On which combination of the above does the
weight of an object vary on the earth’s surface?","I, II, III and IV","II, III and IV only","I, II and III only",I and II only.,,,
JAMB,Physics,2001,"The efficiency of a machine is always less than
100% because the","Work output is always greater than the work
input","Load lifted is always greater tan the effort
applied","Effort applied is always greater than the load
lifted","Velocity ratio is always greater than the
mechanical advantage.",,,
JAMB,Physics,2001,"Which of the following consists entirely of vector
quantities?","Velocity, magnetic flux and reaction.","Tension, magnetic flux and mass","Displacement, impulse and power","Work, pressure and moment.",,,
JAMB,Physics,2001,"Ice cubes are added to a glass of warm water. The
glass and water are cooled by",Conduction only,Convection only,Conduction and convection,Convection and radiation,,,
JAMB,Physics,2001,"A ray of light strikes a plane mirror at an angle of
incidence of 350. If the mirror is rotated through
100, through what angle is the reflected ray rotated?",700,450,250,200,,,
JAMB,Physics,2001,"Find the frequencies of the first three harmonic of
a piano string of length 1.5m, if the velocity of the
waves on the string is 120ms-1.","80 Hz, 80 Hz, 120 Hz","80 Hz, 160 Hz, 240 Hz","180 Hz, 360 Hz, 540 Hz","360 Hz, 180 Hz, 90 Hz
E.",,,
JAMB,Physics,2001,"The terrestrial telescope has one extra lens more
than the astronomical telescope. The extra lens is
for",Improving the sharpness,Creating an inverted image,Magnification of the image,Erection of the image,,,
JAMB,Physics,2001,"The driving mirror of a car has a radius of curvature
of 1m. A vehicle behind the car is 4m from the mirror.
Find the image distance behind the mirror.",8,4,9,"4
7
9
2
7",,,
JAMB,Physics,2001,"If a ray traveling in air is incident on a transparent
medium as shown in the diagram, the refractive
index of the medium is given as",Cos&,"Sin&
Sin B SinB",Cos B,"SinB
Sin &
Sin& The pressure of a mass of a gas changes from 300Nm-2 to
120Nm-2 while the temperature drops from 1270C to -73oc.
The ratio of the final volume to the initial volume is A.
2 : 5
B.
5 ; 4
C.
5 ; 2
D.
4 ; 5",,,
JAMB,Physics,2001,The pressure of a mass of a gas changes from 300Nm-2 to 120Nm-2 while the temperature drops from 1270C to -73oC. The ratio of the final volume to the initial volume is,2 : 5,5 : 4,5 : 2,4 : 5,,,
JAMB,Physics,2001,"A plane sound wave of frequency 85.5 Hz and
velocity 342 ms-1 is reflected from a vertical wall. At what distance from the wall does the wave have
an antinode?",2m,4m,1m,3m,,,
JAMB,Physics,2001,"A string is fastened tightly between two walls 24cm
apart. The wavelength of the second overtone is",24cm,16cm,12cm,8cm,,,
JAMB,Physics,2001,"A gas with initial volume of 2 x 10-6m3 is allowed to
expand to six times its initial volume at constant
pressure of 2 x 105Nm-2. The work done is",2.0J,4.0J,12.0J,1.2J,,,
JAMB,Physics,2001,"The thermometric substance of an absolute
thermometer is",Alcohol,Mercury,Helium,Platinum,,,
JAMB,Physics,2001,"A cell of internal resistance r supplies current to a
6.0 Ohms resistor and its efficiency is 75%. Find
the value of r",4.5 Ohms,1.0 Ohms,8.0 Ohms,2.0 Ohms,,,
JAMB,Physics,2001,"In the diagram above, the current I is",3/8A,9/11A,11/9A,8/3A,,,
JAMB,Physics,2001,"The diagram above shows two capacitors P and Q
of capacitances 2uF and 4 uF respectively connected to a.d.c. source. The ratio of energy
stored in P to Q is",4 : 1,2 : 1,1 : 4,1 : 2,,,
JAMB,Physics,2001,"A resistance R is connected across the terminal of
an electric cell of internal resistance 2Ohms and
the voltage was reduced to 3/5 of its nominal value.
The value of R is",3 Ohms,2 Ohms,1 Ohms,6 Ohms,,,
JAMB,Physics,2001,"The diagram above shows three capacitors C1, C2
and C3 of capacitances 2ìF, 6 ìF and 3 ìF
respectively. The potential differences across C1,
C2 and C3 respectively are","4V, 6V and 2V","2V, 6V and 4V","6V, 4V and 2V","6V, 2V and 4V",,,
JAMB,Physics,2001,"A student is at a height 4m above the ground during
a thunderstorm. Given that the potential difference
between the thundercloud and the ground is 107V,
the electric field created by the storm is",2.0 x 106NC-1,2.5 x 106NC-1,1.0 x 107NC-1,4.0 x 107NC-1,,,
JAMB,Physics,2001,"A working electric motor takes a current of 1.5A
when the p.d. across it is 250V. If its efficiency is
80%, the power output is",300.0W,469.0W,133.0W,4.8W,,,
JAMB,Physics,2001,"The cost of running five 60 W lamps and four 100W
lamps for 20 hours if electrical energy costs N10.00
per kWh is
A
N 280.00
B.
N 160.00
C.
N 120.00
D.
N 140.00",,,,,,,
JAMB,Physics,2001,"In a Daniel cell, the depolarize, positive and
negative electrodes are respectively","Copper sulphate, copper and zinc","Manganese dioxide, carbon and zinc","Sulphuric aicd, lead oxide and lead","Potassium hydroxide, nickel and iron",,,
JAMB,Physics,2001,"The diagram above shows a closed square box of
side 0.5m in a uniform electric field E in the direction
shown by the arrows. What is the flux for the box?",0.5,2.0 E,0.2 E,0.0 E,,,
JAMB,Physics,2001,"A bread toaster uses a current of 4A when plugged
in a 240 volts line. It takes one minute to toast
slices of bread. What is the energy consumed by
the toaster?",5.76 x 104J,1.60 x 104J,3.60 x 103J,1.60 x 102J,,,
JAMB,Physics,2001,"In the circuit diagram above, the ammeter reads a
current of 3A when R is 5 Ohms and 6A when R is
2 Ohms. Determine the value of x",8 Ohms,2 Ohms,10 Ohms,4 Ohms,,,
JAMB,Physics,2001,"When a piece of rectangular glass block is inserted
between two parallel plate capacitor, at constant
plate area and distance of separation, the
capacitance of the capacitor will",Increase,Decrease,"Decrease, then increase",Remain constant,,,
JAMB,Physics,2001,"The ratio of electrostatic force FE to gravitational
force FG between two protons each of charge e
and mass m, at a distance d is",e,e2,Gm2 4ne0Gm Gm2 4nE0e2,e2,,,
JAMB,Physics,2001,What is the angle of dip at the magnetic equator?,450,00,900,1800,,,
JAMB,Physics,2001,"A cell can supply currents of 0.4A and 0.2A through
a 4.0 Ohms and 10.0 Ohms resistors respectively.
The internal resistance of the cell is",2.0 Ohms,1.0 Ohms,2.5 Ohms,1.5 Ohms,,,
JAMB,Physics,2001,"Which of the following graphs correctly represents
the variation of mass of a given material deposited
with time for constant current in Faraday’s law of
electrolysis?",,,,,,,
JAMB,Physics,2001,"In the diagram above, determine the r.m.s. current",31A,48A,60A,80A,,,
JAMB,Physics,2001,"The particle emitted when 3
1
9
9K decays to 3
1
9
9K is",Gamma,Beta,Electron,Alpha,,,
JAMB,Physics,2001,"The current through a resistor in a.c. circuit is given
as 2 sin wt. Determine the d.c. equivalent of the
current","1 . A
2",2 2 A,2 A,,2 A,,
JAMB,Physics,2001,"I
Low pressure
II
High pressure
III
High potential difference
IV
Low potential difference Which combination of the above is true of the
conduction of electricity through gases?",I and IV only,I and III only,II and IV only,II and III only,,,
JAMB,Physics,2001,"Which of the following metals will provide the
greatest shield against ionizing radiation?",Iron,Manganese,Aluminium,Lead,,,
JAMB,Physics,2001,"The primary coil of a transformer has N turns and
is connected to a 120 V a.c. power line. If the
secondary coil has 1,000 turns and a terminal
voltage of 1,200 volts, what is the value of N?",120,100,"1,000","1,200",,,
JAMB,Physics,2001,The process of energy production in the sun is,Nuclear fission,Nuclear fusion,Electron collision,Radioactive decay,,,
JAMB,Physics,2001,"At resonance, the phase angle in an a.c. circuit is",900,600,00,1800,,,
JAMB,Physics,2001,"The force on a current carrying conductor in a
magnetic field is greatest when the",Conductor make an angle of 600 with the field,"Force is independent of the angle between
the field and the conductor",Conductor is parallel with the field,Conductor is at right angles with the field.,,,
JAMB,Physics,2001,A transistor functions mainly as a,Switch and an amplifier,Rectifier and an amplifier,Charge storer and an amplifier,Charge storer and switch.,,,
JAMB,Physics,2001,"Energy losses through eddy currents are reduced
by using",Low resistance wires,Insulated soft iron wires,Few turns of wire,High resistance wires,,,
JAMB,Physics,2001,"A capacitor of 20 x 10-12F and an inductor are joined
in series.. the value of the inductance that will give
the circuit a resonant frequency of 200 kHz is","1 H
16","1 H
8","1 H
64","1 H
32
[ 2 = 10]",,,
JAMB,Physics,2001,"The magnetic force on a charged particle moving
with velocity v is","Proportional to both the magnitude of the
charge and the velocity","Independent of the magnitude of the
charge",Proportional to the velocity v only,"Proportional to the magnitude of the
charge only.",,,
JAMB,Physics,2002,"Which of the following is the correct shape of the
velocity-time graph of a spherical steel ball dropped
into a viscous fluid in a tall cylinder? m/s
V m/s V t(s) t(s) V
V m/s
m/s t(s)
t(s)",,,,,,,
JAMB,Physics,2002,"A particle in circular motion performs 30 oscillations
in 6 seconds. Its angular velocity is",6 rad s-1,5 rad s-1,10 rad s-1,5 rad s-1,,,
JAMB,Physics,2002,"A copper cube weights 0.25N in air, 0.17N when
completely immersed in paraffin oil and 0.15N when
completely immersed in water. The ratio of upthrust
in oil to upthrust in water is",13 : 10,7 : 10,3 : 5,4 : 5,,,
JAMB,Physics,2002,"The hydrostatic blood pressure difference between
the head and feet of a boy standing straight is
1.65 x 104 Nm-2. Find the height of the boy.",1.5m,2.0m,0.6m,"0.5m
[Density of blood = 1.1 x 103 kgm-3, g = 10ms-2]",,,
JAMB,Physics,2002,"If the total force acting on a particle is zero, the
linear momentum will",Be constant,Increase,Increase then decrease,Decrease,,,
JAMB,Physics,2002,"The effect of a particle in a fluid attaining its
terminal velocity is that the","Buoyancy force is more than the weight
of the fluid displaced","Buoyancy force is equal to the viscous
retarding force",Acceleration is maximum,Weighting is equal to the retarding force.,,,
JAMB,Physics,2002,"Force R 0.2N
(N) Q 0.1N P E
F 0.05m
0.10m Extension The diagram above shows the force-extension
curve of a piece of wire. The energy stored when
the wire is stretched from E to F is",1.5 x 10-2 J,7.5 x 10-3 J,7.5 x 10-1 J,2.5 x 10-3 J,,,
JAMB,Physics,2002,"If the distance between two suspended masses
10kg each is tripled, the gravitational force of
attraction between them is reduced by",One ninth,One quarter,One third,One half,,,
JAMB,Physics,2002,"A wheel and axle is used to raise a load of 500 N by
the application of an effort of 250N. If the radii of
the wheel and the axle are 0.4cm and 0.1cm
respectively, the efficiency of the machine is",50%,60%,20%,40%,,,
JAMB,Physics,2002,"The diagram above shows the force (F) acting on
an object through a distance (x). The work done
on this object is expressed as","F J
x",Fx2 J,"Fx J
2",Fx J,,,
JAMB,Physics,2002,"A body weighting 80 N stands in an elevator that
is about to move. The force exerted by the floor on
the body as the elevator moves upwards with an
acceleration of 5ms-2 is",120N,40N,160N,"80N
[g = 10ms-2]",,,
JAMB,Physics,2002,"Two forces each of 10N act on a body, one towards
north and the other towards the east. The
magnitude and the direction of the resultant force
are","20N, 450 W","10 2N, 450 W","10 2N, 450","20N, 450 E",,,
JAMB,Physics,2002,"A ray of light which strikes a glass slab from air at
normal incidence passes through the slab",Undeviated and displaced at a faster speed,Undeviated and undisplaced at a lower speed,Deviated and undisplaced at a lower speed,Deviated and displaced at a lower speed.,,,
JAMB,Physics,2002,"Which of the following is a characteristic of
stationary waves?","The distance between two successive nodes
is one wavelength.","They are formed by two identical waves
traveling in opposite directions.","The antinode is a point minimum
displacement.",They can be transverse or longitudinal.,,,
JAMB,Physics,2002,"Which of the following eye defects can be
corrected using a cylindrical lens?",Presbyopia,Chromatic aberration,Myopia,Astigmatism,,,
JAMB,Physics,2002,"The property that is propagated in traveling wave
is",Amplitude,Wavelength,Frequency,Energy,,,
JAMB,Physics,2002,"A concave mirror of radius of curvature 40 cm
forms a real image twice as large as the object. The
object distance is",60 cm,40 cm,30 cm,10 cm,,,
JAMB,Physics,2002,"If tension is maintained on a stretched string of
length 0.6m, such that its fundamental frequency
of 220 Hz is excited, determine the velocity of the
transverse wave in the string.",264 ms-1,132 ms-1,66 ms-1,528 ms-1,,,
JAMB,Physics,2002,The radiator of a motor car is cooled by,Radiation and conduction,Radiation,Conduction,Convection,,,
